instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timespan
8690,2012-01-02,spring,2012,1,21,1,Tuesday,0,2,9.84,10.605,41.0,22.0028,3,63,66,non-office hour
8691,2012-01-02,spring,2012,1,22,1,Tuesday,0,2,9.02,10.605,44.0,19.0012,3,36,39,non-office hour
8692,2012-01-02,spring,2012,1,23,1,Tuesday,0,1,9.02,10.605,44.0,16.997899999999998,2,32,34,non-office hour
8693,2012-01-03,spring,2012,1,0,0,Wednesday,1,1,8.200000000000001,9.85,51.0,16.997899999999998,0,13,13,non-office hour
8694,2012-01-03,spring,2012,1,1,0,Wednesday,1,1,7.38,9.09,55.00000000000001,15.001299999999999,1,5,6,non-office hour
8695,2012-01-03,spring,2012,1,2,0,Wednesday,1,1,7.38,8.334999999999999,51.0,16.997899999999998,0,3,3,non-office hour
8696,2012-01-03,spring,2012,1,3,0,Wednesday,1,1,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,0,2,2,non-office hour
8697,2012-01-03,spring,2012,1,4,0,Wednesday,1,1,6.5600000000000005,7.575,55.00000000000001,16.997899999999998,0,5,5,non-office hour
8698,2012-01-03,spring,2012,1,5,0,Wednesday,1,1,5.74,6.819999999999999,54.0,12.998000000000001,0,12,12,non-office hour
8699,2012-01-03,spring,2012,1,6,0,Wednesday,1,1,5.74,6.0600000000000005,59.0,19.0012,4,81,85,non-office hour
8700,2012-01-03,spring,2012,1,7,0,Wednesday,1,1,5.74,6.0600000000000005,59.0,16.997899999999998,2,168,170,non-office hour
8701,2012-01-03,spring,2012,1,8,0,Wednesday,1,1,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,5,349,354,non-office hour
8702,2012-01-03,spring,2012,1,9,0,Wednesday,1,1,6.5600000000000005,6.819999999999999,50.0,19.0012,8,145,153,office hour
8703,2012-01-03,spring,2012,1,10,0,Wednesday,1,1,6.5600000000000005,6.0600000000000005,47.0,31.0009,5,55,60,office hour
8704,2012-01-03,spring,2012,1,11,0,Wednesday,1,1,7.38,6.819999999999999,37.0,35.0008,12,63,75,office hour
8705,2012-01-03,spring,2012,1,12,0,Wednesday,1,1,7.38,6.819999999999999,37.0,35.0008,4,70,74,office hour
8706,2012-01-03,spring,2012,1,13,0,Wednesday,1,1,7.38,6.0600000000000005,34.0,43.9989,5,68,73,office hour
8707,2012-01-03,spring,2012,1,14,0,Wednesday,1,1,6.5600000000000005,6.0600000000000005,43.0,35.0008,7,72,79,office hour
8708,2012-01-03,spring,2012,1,15,0,Wednesday,1,1,6.5600000000000005,6.0600000000000005,37.0,27.999299999999998,9,68,77,office hour
8709,2012-01-03,spring,2012,1,16,0,Wednesday,1,1,5.74,4.545,39.0,39.000699999999995,7,129,136,office hour
8710,2012-01-03,spring,2012,1,17,0,Wednesday,1,1,5.74,5.305,26.0,31.0009,4,241,245,office hour
8711,2012-01-03,spring,2012,1,18,0,Wednesday,1,1,5.74,4.545,26.0,35.0008,10,214,224,non-office hour
8712,2012-01-03,spring,2012,1,19,0,Wednesday,1,1,4.92,4.545,28.000000000000004,27.999299999999998,4,152,156,non-office hour
8713,2012-01-03,spring,2012,1,20,0,Wednesday,1,1,4.92,6.0600000000000005,33.0,16.997899999999998,0,115,115,non-office hour
8714,2012-01-03,spring,2012,1,21,0,Wednesday,1,1,4.1000000000000005,5.305,36.0,15.001299999999999,2,66,68,non-office hour
8715,2012-01-03,spring,2012,1,22,0,Wednesday,1,1,4.1000000000000005,5.305,46.0,16.997899999999998,0,33,33,non-office hour
8716,2012-01-03,spring,2012,1,23,0,Wednesday,1,1,4.1000000000000005,3.7900000000000005,46.0,26.0027,0,18,18,non-office hour
8717,2012-01-04,spring,2012,1,0,0,Thursday,1,1,3.2800000000000002,3.0300000000000002,42.0,22.0028,0,9,9,non-office hour
8718,2012-01-04,spring,2012,1,1,0,Thursday,1,1,1.6400000000000001,1.5150000000000001,38.0,19.999499999999998,0,3,3,non-office hour
8719,2012-01-04,spring,2012,1,2,0,Thursday,1,1,0.8200000000000001,0.76,34.0,19.0012,0,1,1,non-office hour
8720,2012-01-04,spring,2012,1,3,0,Thursday,1,1,0.8200000000000001,0.76,34.0,19.0012,0,1,1,non-office hour
8721,2012-01-04,spring,2012,1,4,0,Thursday,1,1,0.8200000000000001,2.275,41.0,12.998000000000001,0,2,2,non-office hour
8722,2012-01-04,spring,2012,1,5,0,Thursday,1,1,0.8200000000000001,2.275,41.0,12.998000000000001,0,14,14,non-office hour
8723,2012-01-04,spring,2012,1,6,0,Thursday,1,1,0.8200000000000001,2.275,41.0,11.0014,0,59,59,non-office hour
8724,2012-01-04,spring,2012,1,7,0,Thursday,1,1,0.8200000000000001,2.275,44.0,12.998000000000001,1,151,152,non-office hour
8725,2012-01-04,spring,2012,1,8,0,Thursday,1,1,0.8200000000000001,3.0300000000000002,44.0,8.9981,5,310,315,non-office hour
8726,2012-01-04,spring,2012,1,9,0,Thursday,1,1,1.6400000000000001,3.0300000000000002,45.0,8.9981,7,173,180,office hour
8727,2012-01-04,spring,2012,1,10,0,Thursday,1,1,2.46,5.305,45.0,0.0,7,57,64,office hour
8728,2012-01-04,spring,2012,1,11,0,Thursday,1,2,3.2800000000000002,6.0600000000000005,42.0,6.0032,6,40,46,office hour
8729,2012-01-04,spring,2012,1,12,0,Thursday,1,2,4.1000000000000005,5.305,46.0,12.998000000000001,9,75,84,office hour
8730,2012-01-04,spring,2012,1,13,0,Thursday,1,2,5.74,6.0600000000000005,43.0,16.997899999999998,9,82,91,office hour
8731,2012-01-04,spring,2012,1,14,0,Thursday,1,2,5.74,6.0600000000000005,46.0,16.997899999999998,6,69,75,office hour
8732,2012-01-04,spring,2012,1,15,0,Thursday,1,2,7.38,7.575,37.0,22.0028,9,81,90,office hour
8733,2012-01-04,spring,2012,1,16,0,Thursday,1,2,7.38,8.334999999999999,40.0,19.0012,8,123,131,office hour
8734,2012-01-04,spring,2012,1,17,0,Thursday,1,2,8.200000000000001,9.85,40.0,12.998000000000001,9,272,281,office hour
8735,2012-01-04,spring,2012,1,18,0,Thursday,1,2,8.200000000000001,10.605,37.0,8.9981,9,280,289,non-office hour
8736,2012-01-04,spring,2012,1,19,0,Thursday,1,2,8.200000000000001,11.365,40.0,7.0015,2,182,184,non-office hour
8737,2012-01-04,spring,2012,1,20,0,Thursday,1,2,8.200000000000001,9.85,40.0,12.998000000000001,2,121,123,non-office hour
8738,2012-01-04,spring,2012,1,21,0,Thursday,1,2,8.200000000000001,12.879999999999999,44.0,0.0,2,88,90,non-office hour
8739,2012-01-04,spring,2012,1,22,0,Thursday,1,2,8.200000000000001,11.365,47.0,6.0032,4,48,52,non-office hour
8740,2012-01-04,spring,2012,1,23,0,Thursday,1,2,8.200000000000001,11.365,44.0,7.0015,0,32,32,non-office hour
8741,2012-01-05,spring,2012,1,0,0,Friday,1,2,9.02,11.365,47.0,12.998000000000001,1,13,14,non-office hour
8742,2012-01-05,spring,2012,1,1,0,Friday,1,1,8.200000000000001,11.365,51.0,6.0032,0,5,5,non-office hour
8743,2012-01-05,spring,2012,1,2,0,Friday,1,1,8.200000000000001,11.365,51.0,6.0032,0,4,4,non-office hour
8744,2012-01-05,spring,2012,1,3,0,Friday,1,1,8.200000000000001,12.879999999999999,61.0,0.0,0,4,4,non-office hour
8745,2012-01-05,spring,2012,1,4,0,Friday,1,2,8.200000000000001,11.365,59.0,6.0032,0,5,5,non-office hour
8746,2012-01-05,spring,2012,1,5,0,Friday,1,2,8.200000000000001,11.365,59.0,6.0032,0,26,26,non-office hour
8747,2012-01-05,spring,2012,1,6,0,Friday,1,2,8.200000000000001,10.605,75.0,8.9981,0,78,78,non-office hour
8748,2012-01-05,spring,2012,1,7,0,Friday,1,2,8.200000000000001,11.365,69.0,6.0032,3,212,215,non-office hour
8749,2012-01-05,spring,2012,1,8,0,Friday,1,2,8.200000000000001,12.879999999999999,75.0,0.0,11,377,388,non-office hour
8750,2012-01-05,spring,2012,1,9,0,Friday,1,2,9.02,13.635,69.0,0.0,7,220,227,office hour
8751,2012-01-05,spring,2012,1,10,0,Friday,1,2,9.84,12.879999999999999,52.0,6.0032,5,81,86,office hour
8752,2012-01-05,spring,2012,1,11,0,Friday,1,1,12.299999999999999,16.665,49.0,0.0,6,78,84,office hour
8753,2012-01-05,spring,2012,1,12,0,Friday,1,1,12.299999999999999,14.395,49.0,16.997899999999998,6,114,120,office hour
8754,2012-01-05,spring,2012,1,13,0,Friday,1,1,13.940000000000001,15.15,42.0,19.999499999999998,6,112,118,office hour
8755,2012-01-05,spring,2012,1,14,0,Friday,1,1,13.940000000000001,15.909999999999998,39.0,19.0012,13,104,117,office hour
8756,2012-01-05,spring,2012,1,15,0,Friday,1,1,14.76,16.665,34.0,19.0012,6,113,119,office hour
8757,2012-01-05,spring,2012,1,16,0,Friday,1,1,14.76,16.665,34.0,19.0012,19,178,197,office hour
8758,2012-01-05,spring,2012,1,17,0,Friday,1,2,14.76,17.424999999999997,34.0,12.998000000000001,19,393,412,office hour
8759,2012-01-05,spring,2012,1,18,0,Friday,1,1,13.940000000000001,16.665,36.0,11.0014,9,374,383,non-office hour
8760,2012-01-05,spring,2012,1,19,0,Friday,1,1,13.940000000000001,17.424999999999997,34.0,6.0032,10,255,265,non-office hour
8761,2012-01-05,spring,2012,1,20,0,Friday,1,1,12.299999999999999,16.665,49.0,0.0,5,172,177,non-office hour
8762,2012-01-05,spring,2012,1,21,0,Friday,1,1,10.66,13.635,60.0,8.9981,9,88,97,non-office hour
8763,2012-01-05,spring,2012,1,22,0,Friday,1,1,10.66,12.879999999999999,60.0,11.0014,1,70,71,non-office hour
8764,2012-01-05,spring,2012,1,23,0,Friday,1,1,9.84,12.879999999999999,70.0,7.0015,4,56,60,non-office hour
8765,2012-01-06,spring,2012,1,0,0,Saturday,1,1,9.02,12.879999999999999,75.0,6.0032,1,24,25,non-office hour
8766,2012-01-06,spring,2012,1,1,0,Saturday,1,1,9.02,13.635,75.0,0.0,2,6,8,non-office hour
8767,2012-01-06,spring,2012,1,2,0,Saturday,1,1,9.02,11.365,69.0,11.0014,2,3,5,non-office hour
8768,2012-01-06,spring,2012,1,3,0,Saturday,1,1,9.02,12.120000000000001,69.0,7.0015,1,3,4,non-office hour
8769,2012-01-06,spring,2012,1,4,0,Saturday,1,1,9.02,11.365,69.0,8.9981,0,3,3,non-office hour
8770,2012-01-06,spring,2012,1,5,0,Saturday,1,2,8.200000000000001,10.605,80.0,8.9981,0,13,13,non-office hour
8771,2012-01-06,spring,2012,1,6,0,Saturday,1,2,9.02,12.120000000000001,73.0,7.0015,1,69,70,non-office hour
8772,2012-01-06,spring,2012,1,7,0,Saturday,1,2,9.84,14.395,65.0,0.0,4,201,205,non-office hour
8773,2012-01-06,spring,2012,1,8,0,Saturday,1,1,9.84,12.120000000000001,70.0,8.9981,11,436,447,non-office hour
8774,2012-01-06,spring,2012,1,9,0,Saturday,1,1,9.84,12.120000000000001,70.0,11.0014,4,237,241,office hour
8775,2012-01-06,spring,2012,1,10,0,Saturday,1,1,10.66,12.879999999999999,65.0,12.998000000000001,14,102,116,office hour
8776,2012-01-06,spring,2012,1,11,0,Saturday,1,1,12.299999999999999,15.15,56.00000000000001,11.0014,8,130,138,office hour
8777,2012-01-06,spring,2012,1,12,0,Saturday,1,1,14.76,16.665,50.0,16.997899999999998,23,168,191,office hour
8778,2012-01-06,spring,2012,1,13,0,Saturday,1,1,16.400000000000002,20.455000000000002,43.0,19.0012,16,188,204,office hour
8779,2012-01-06,spring,2012,1,14,0,Saturday,1,1,18.86,22.725,36.0,12.998000000000001,26,152,178,office hour
8780,2012-01-06,spring,2012,1,15,0,Saturday,1,1,21.32,25.0,27.0,16.997899999999998,44,178,222,office hour
8781,2012-01-06,spring,2012,1,16,0,Saturday,1,1,21.32,25.0,27.0,19.0012,35,259,294,office hour
8782,2012-01-06,spring,2012,1,17,0,Saturday,1,1,18.86,22.725,36.0,15.001299999999999,20,456,476,office hour
8783,2012-01-06,spring,2012,1,18,0,Saturday,1,1,20.5,24.240000000000002,28.999999999999996,16.997899999999998,28,391,419,non-office hour
8784,2012-01-06,spring,2012,1,19,0,Saturday,1,1,18.86,22.725,33.0,19.0012,11,261,272,non-office hour
8785,2012-01-06,spring,2012,1,20,0,Saturday,1,1,17.22,21.21,41.0,12.998000000000001,14,163,177,non-office hour
8786,2012-01-06,spring,2012,1,21,0,Saturday,1,1,16.400000000000002,20.455000000000002,43.0,15.001299999999999,17,137,154,non-office hour
8787,2012-01-06,spring,2012,1,22,0,Saturday,1,1,14.76,17.424999999999997,50.0,12.998000000000001,12,123,135,non-office hour
8788,2012-01-06,spring,2012,1,23,0,Saturday,1,1,14.76,18.94,50.0,0.0,13,88,101,non-office hour
8789,2012-01-07,spring,2012,1,0,0,Sunday,0,1,14.76,17.424999999999997,50.0,11.0014,2,77,79,non-office hour
8790,2012-01-07,spring,2012,1,1,0,Sunday,0,1,15.58,19.695,46.0,11.0014,6,56,62,non-office hour
8791,2012-01-07,spring,2012,1,2,0,Sunday,0,1,14.76,18.18,50.0,7.0015,2,36,38,non-office hour
8792,2012-01-07,spring,2012,1,3,0,Sunday,0,1,13.120000000000001,16.665,56.99999999999999,7.0015,1,19,20,non-office hour
8793,2012-01-07,spring,2012,1,4,0,Sunday,0,1,13.120000000000001,16.665,56.99999999999999,6.0032,1,9,10,non-office hour
8794,2012-01-07,spring,2012,1,5,0,Sunday,0,1,10.66,13.635,75.0,7.0015,2,7,9,non-office hour
8795,2012-01-07,spring,2012,1,6,0,Sunday,0,1,10.66,13.635,75.0,7.0015,0,7,7,non-office hour
8796,2012-01-07,spring,2012,1,7,0,Sunday,0,1,9.02,11.365,87.0,12.998000000000001,0,20,20,non-office hour
8797,2012-01-07,spring,2012,1,8,0,Sunday,0,1,9.84,12.879999999999999,75.0,7.0015,0,64,64,non-office hour
8798,2012-01-07,spring,2012,1,9,0,Sunday,0,1,9.02,11.365,80.0,8.9981,14,116,130,office hour
8799,2012-01-07,spring,2012,1,10,0,Sunday,0,1,11.48,15.15,75.0,6.0032,43,160,203,office hour
8800,2012-01-07,spring,2012,1,11,0,Sunday,0,1,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,74,250,324,office hour
8801,2012-01-07,spring,2012,1,12,0,Sunday,0,1,16.400000000000002,20.455000000000002,43.0,15.001299999999999,100,276,376,office hour
8802,2012-01-07,spring,2012,1,13,0,Sunday,0,1,18.04,21.97,44.0,12.998000000000001,149,296,445,office hour
8803,2012-01-07,spring,2012,1,14,0,Sunday,0,1,20.5,24.240000000000002,42.0,19.0012,156,356,512,office hour
8804,2012-01-07,spring,2012,1,15,0,Sunday,0,1,23.779999999999998,27.275,37.0,19.999499999999998,132,317,449,office hour
8805,2012-01-07,spring,2012,1,16,0,Sunday,0,2,22.96,26.515,37.0,19.0012,133,268,401,office hour
8806,2012-01-07,spring,2012,1,17,0,Sunday,0,2,22.14,25.759999999999998,43.0,8.9981,87,235,322,office hour
8807,2012-01-07,spring,2012,1,18,0,Sunday,0,1,22.14,25.759999999999998,45.0,8.9981,49,248,297,non-office hour
8808,2012-01-07,spring,2012,1,19,0,Sunday,0,1,21.32,25.0,42.0,7.0015,44,171,215,non-office hour
8809,2012-01-07,spring,2012,1,20,0,Sunday,0,1,20.5,24.240000000000002,39.0,16.997899999999998,21,149,170,non-office hour
8810,2012-01-07,spring,2012,1,21,0,Sunday,0,1,18.04,21.97,44.0,15.001299999999999,22,118,140,non-office hour
8811,2012-01-07,spring,2012,1,22,0,Sunday,0,1,18.04,21.97,38.0,16.997899999999998,16,93,109,non-office hour
8812,2012-01-07,spring,2012,1,23,0,Sunday,0,1,17.22,21.21,38.0,15.001299999999999,16,103,119,non-office hour
8813,2012-01-08,spring,2012,1,0,0,Monday,0,1,15.58,19.695,40.0,19.0012,14,77,91,non-office hour
8814,2012-01-08,spring,2012,1,1,0,Monday,0,1,13.940000000000001,16.665,42.0,12.998000000000001,10,62,72,non-office hour
8815,2012-01-08,spring,2012,1,2,0,Monday,0,1,14.76,16.665,37.0,19.0012,10,57,67,non-office hour
8816,2012-01-08,spring,2012,1,3,0,Monday,0,1,13.940000000000001,16.665,42.0,8.9981,6,26,32,non-office hour
8817,2012-01-08,spring,2012,1,4,0,Monday,0,1,13.120000000000001,15.15,49.0,16.997899999999998,2,4,6,non-office hour
8818,2012-01-08,spring,2012,1,5,0,Monday,0,2,13.120000000000001,16.665,49.0,7.0015,0,2,2,non-office hour
8819,2012-01-08,spring,2012,1,6,0,Monday,0,2,12.299999999999999,16.665,52.0,0.0,0,2,2,non-office hour
8820,2012-01-08,spring,2012,1,7,0,Monday,0,2,12.299999999999999,16.665,52.0,0.0,1,23,24,non-office hour
8821,2012-01-08,spring,2012,1,8,0,Monday,0,1,12.299999999999999,15.15,52.0,8.9981,4,53,57,non-office hour
8822,2012-01-08,spring,2012,1,9,0,Monday,0,1,13.120000000000001,16.665,53.0,8.9981,23,102,125,office hour
8823,2012-01-08,spring,2012,1,10,0,Monday,0,1,13.940000000000001,16.665,49.0,11.0014,27,181,208,office hour
8824,2012-01-08,spring,2012,1,11,0,Monday,0,1,14.76,17.424999999999997,46.0,15.001299999999999,55,201,256,office hour
8825,2012-01-08,spring,2012,1,12,0,Monday,0,1,15.58,19.695,43.0,15.001299999999999,78,273,351,office hour
8826,2012-01-08,spring,2012,1,13,0,Monday,0,1,16.400000000000002,20.455000000000002,37.0,19.999499999999998,77,266,343,office hour
8827,2012-01-08,spring,2012,1,14,0,Monday,0,1,16.400000000000002,20.455000000000002,40.0,12.998000000000001,75,253,328,office hour
8828,2012-01-08,spring,2012,1,15,0,Monday,0,1,16.400000000000002,20.455000000000002,37.0,19.0012,89,241,330,office hour
8829,2012-01-08,spring,2012,1,16,0,Monday,0,1,16.400000000000002,20.455000000000002,37.0,19.999499999999998,58,256,314,office hour
8830,2012-01-08,spring,2012,1,17,0,Monday,0,1,15.58,19.695,40.0,15.001299999999999,22,197,219,office hour
8831,2012-01-08,spring,2012,1,18,0,Monday,0,1,13.940000000000001,15.909999999999998,46.0,15.001299999999999,19,162,181,non-office hour
8832,2012-01-08,spring,2012,1,19,0,Monday,0,1,13.120000000000001,15.909999999999998,49.0,12.998000000000001,8,104,112,non-office hour
8833,2012-01-08,spring,2012,1,20,0,Monday,0,1,12.299999999999999,15.15,52.0,11.0014,7,119,126,non-office hour
8834,2012-01-08,spring,2012,1,21,0,Monday,0,1,11.48,13.635,56.00000000000001,15.001299999999999,10,81,91,non-office hour
8835,2012-01-08,spring,2012,1,22,0,Monday,0,1,10.66,13.635,60.0,7.0015,4,54,58,non-office hour
8836,2012-01-08,spring,2012,1,23,0,Monday,0,1,10.66,12.120000000000001,56.00000000000001,16.997899999999998,0,30,30,non-office hour
8837,2012-01-09,spring,2012,1,0,0,Tuesday,1,1,9.84,11.365,60.0,15.001299999999999,3,12,15,non-office hour
8838,2012-01-09,spring,2012,1,1,0,Tuesday,1,1,9.84,12.120000000000001,60.0,8.9981,1,4,5,non-office hour
8839,2012-01-09,spring,2012,1,2,0,Tuesday,1,1,9.84,12.120000000000001,56.00000000000001,8.9981,2,3,5,non-office hour
8840,2012-01-09,spring,2012,1,3,0,Tuesday,1,1,9.84,12.120000000000001,52.0,11.0014,0,3,3,non-office hour
8841,2012-01-09,spring,2012,1,4,0,Tuesday,1,1,9.02,12.120000000000001,64.0,7.0015,0,4,4,non-office hour
8842,2012-01-09,spring,2012,1,5,0,Tuesday,1,2,8.200000000000001,11.365,64.0,6.0032,0,21,21,non-office hour
8843,2012-01-09,spring,2012,1,6,0,Tuesday,1,2,9.02,11.365,60.0,8.9981,3,85,88,non-office hour
8844,2012-01-09,spring,2012,1,7,0,Tuesday,1,2,9.02,12.120000000000001,60.0,7.0015,1,239,240,non-office hour
8845,2012-01-09,spring,2012,1,8,0,Tuesday,1,2,9.02,12.879999999999999,55.00000000000001,6.0032,13,407,420,non-office hour
8846,2012-01-09,spring,2012,1,9,0,Tuesday,1,2,9.02,13.635,64.0,0.0,9,188,197,office hour
8847,2012-01-09,spring,2012,1,10,0,Tuesday,1,1,9.84,14.395,60.0,0.0,13,95,108,office hour
8848,2012-01-09,spring,2012,1,11,0,Tuesday,1,2,10.66,14.395,56.00000000000001,6.0032,6,82,88,office hour
8849,2012-01-09,spring,2012,1,12,0,Tuesday,1,2,10.66,13.635,56.00000000000001,7.0015,10,93,103,office hour
8850,2012-01-09,spring,2012,1,13,0,Tuesday,1,2,10.66,13.635,56.00000000000001,7.0015,3,77,80,office hour
8851,2012-01-09,spring,2012,1,14,0,Tuesday,1,3,9.02,11.365,75.0,11.0014,5,45,50,office hour
8852,2012-01-09,spring,2012,1,15,0,Tuesday,1,3,9.02,11.365,75.0,11.0014,5,64,69,office hour
8853,2012-01-09,spring,2012,1,16,0,Tuesday,1,3,9.02,12.879999999999999,87.0,6.0032,3,46,49,office hour
8854,2012-01-09,spring,2012,1,17,0,Tuesday,1,3,9.02,13.635,87.0,0.0,5,147,152,office hour
8855,2012-01-09,spring,2012,1,18,0,Tuesday,1,4,8.200000000000001,11.365,86.0,6.0032,6,158,164,non-office hour
8856,2012-01-09,spring,2012,1,19,0,Tuesday,1,3,8.200000000000001,11.365,93.0,6.0032,3,187,190,non-office hour
8857,2012-01-09,spring,2012,1,20,0,Tuesday,1,2,8.200000000000001,11.365,86.0,6.0032,5,127,132,non-office hour
8858,2012-01-09,spring,2012,1,21,0,Tuesday,1,2,8.200000000000001,12.879999999999999,93.0,0.0,1,78,79,non-office hour
8859,2012-01-09,spring,2012,1,22,0,Tuesday,1,2,8.200000000000001,11.365,92.0,7.0015,8,54,62,non-office hour
8860,2012-01-09,spring,2012,1,23,0,Tuesday,1,2,9.02,12.120000000000001,87.0,7.0015,1,51,52,non-office hour
8861,2012-01-10,spring,2012,1,0,0,Wednesday,1,2,9.02,12.120000000000001,87.0,7.0015,0,14,14,non-office hour
8862,2012-01-10,spring,2012,1,1,0,Wednesday,1,2,9.02,12.120000000000001,93.0,7.0015,2,3,5,non-office hour
8863,2012-01-10,spring,2012,1,2,0,Wednesday,1,2,9.02,11.365,87.0,11.0014,2,2,4,non-office hour
8864,2012-01-10,spring,2012,1,4,0,Wednesday,1,2,8.200000000000001,10.605,86.0,11.0014,0,4,4,non-office hour
8865,2012-01-10,spring,2012,1,5,0,Wednesday,1,1,16.400000000000002,20.455000000000002,47.0,15.001299999999999,0,23,23,non-office hour
8866,2012-01-10,spring,2012,1,6,0,Wednesday,1,2,7.38,9.09,93.0,12.998000000000001,0,79,79,non-office hour
8867,2012-01-10,spring,2012,1,7,0,Wednesday,1,2,7.38,9.85,93.0,11.0014,3,219,222,non-office hour
8868,2012-01-10,spring,2012,1,8,0,Wednesday,1,2,7.38,9.85,93.0,11.0014,6,465,471,non-office hour
8869,2012-01-10,spring,2012,1,9,0,Wednesday,1,2,7.38,9.85,93.0,11.0014,11,184,195,office hour
8870,2012-01-10,spring,2012,1,10,0,Wednesday,1,2,7.38,9.85,93.0,11.0014,3,80,83,office hour
8871,2012-01-10,spring,2012,1,11,0,Wednesday,1,1,17.22,21.21,38.0,19.999499999999998,8,93,101,office hour
8872,2012-01-10,spring,2012,1,12,0,Wednesday,1,1,17.22,21.21,38.0,19.999499999999998,13,127,140,office hour
8873,2012-01-10,spring,2012,1,13,0,Wednesday,1,1,17.22,21.21,38.0,19.999499999999998,15,163,178,office hour
8874,2012-01-10,spring,2012,1,14,0,Wednesday,1,1,17.22,21.21,38.0,19.999499999999998,10,96,106,office hour
8875,2012-01-10,spring,2012,1,15,0,Wednesday,1,1,17.22,21.21,38.0,19.999499999999998,17,119,136,office hour
8876,2012-01-10,spring,2012,1,16,0,Wednesday,1,1,17.22,21.21,38.0,23.9994,15,225,240,office hour
8877,2012-01-10,spring,2012,1,17,0,Wednesday,1,1,17.22,21.21,38.0,16.997899999999998,14,446,460,office hour
8878,2012-01-10,spring,2012,1,18,0,Wednesday,1,1,16.400000000000002,20.455000000000002,40.0,7.0015,13,372,385,non-office hour
8879,2012-01-10,spring,2012,1,19,0,Wednesday,1,1,15.58,19.695,46.0,7.0015,11,270,281,non-office hour
8880,2012-01-10,spring,2012,1,20,0,Wednesday,1,1,13.940000000000001,17.424999999999997,53.0,7.0015,10,190,200,non-office hour
8881,2012-01-10,spring,2012,1,21,0,Wednesday,1,1,13.120000000000001,16.665,66.0,6.0032,7,109,116,non-office hour
8882,2012-01-10,spring,2012,1,22,0,Wednesday,1,1,12.299999999999999,15.15,70.0,6.0032,10,104,114,non-office hour
8883,2012-01-10,spring,2012,1,23,0,Wednesday,1,1,10.66,13.635,81.0,7.0015,3,38,41,non-office hour
8884,2012-01-11,spring,2012,1,0,0,Thursday,1,1,10.66,15.15,81.0,0.0,2,26,28,non-office hour
8885,2012-01-11,spring,2012,1,1,0,Thursday,1,1,9.84,12.879999999999999,87.0,6.0032,1,6,7,non-office hour
8886,2012-01-11,spring,2012,1,2,0,Thursday,1,1,8.200000000000001,10.605,85.0,11.0014,0,5,5,non-office hour
8887,2012-01-11,spring,2012,1,3,0,Thursday,1,1,9.02,13.635,80.0,0.0,0,4,4,non-office hour
8888,2012-01-11,spring,2012,1,4,0,Thursday,1,1,8.200000000000001,10.605,80.0,8.9981,0,2,2,non-office hour
8889,2012-01-11,spring,2012,1,5,0,Thursday,1,1,8.200000000000001,10.605,80.0,8.9981,0,22,22,non-office hour
8890,2012-01-11,spring,2012,1,6,0,Thursday,1,1,8.200000000000001,10.605,86.0,8.9981,2,72,74,non-office hour
8891,2012-01-11,spring,2012,1,7,0,Thursday,1,1,8.200000000000001,10.605,80.0,8.9981,9,247,256,non-office hour
8892,2012-01-11,spring,2012,1,8,0,Thursday,1,1,8.200000000000001,11.365,82.0,7.0015,11,488,499,non-office hour
8893,2012-01-11,spring,2012,1,9,0,Thursday,1,2,8.200000000000001,10.605,86.0,8.9981,7,218,225,office hour
8894,2012-01-11,spring,2012,1,10,0,Thursday,1,2,9.84,12.120000000000001,87.0,8.9981,13,84,97,office hour
8895,2012-01-11,spring,2012,1,11,0,Thursday,1,2,10.66,14.395,87.0,6.0032,9,90,99,office hour
8896,2012-01-11,spring,2012,1,12,0,Thursday,1,3,12.299999999999999,16.665,81.0,0.0,4,51,55,office hour
8897,2012-01-11,spring,2012,1,13,0,Thursday,1,3,13.120000000000001,17.424999999999997,76.0,0.0,8,57,65,office hour
8898,2012-01-11,spring,2012,1,14,0,Thursday,1,3,13.120000000000001,16.665,81.0,7.0015,3,70,73,office hour
8899,2012-01-11,spring,2012,1,15,0,Thursday,1,2,13.940000000000001,17.424999999999997,87.0,6.0032,6,73,79,office hour
8900,2012-01-11,spring,2012,1,16,0,Thursday,1,2,13.940000000000001,15.909999999999998,87.0,16.997899999999998,6,112,118,office hour
8901,2012-01-11,spring,2012,1,17,0,Thursday,1,3,13.940000000000001,15.909999999999998,87.0,15.001299999999999,6,128,134,office hour
8902,2012-01-11,spring,2012,1,18,0,Thursday,1,3,13.940000000000001,16.665,87.0,12.998000000000001,2,96,98,non-office hour
8903,2012-01-11,spring,2012,1,19,0,Thursday,1,3,13.120000000000001,15.15,93.0,15.001299999999999,1,92,93,non-office hour
8904,2012-01-11,spring,2012,1,20,0,Thursday,1,3,13.120000000000001,15.909999999999998,93.0,11.0014,2,55,57,non-office hour
8905,2012-01-11,spring,2012,1,21,0,Thursday,1,3,13.940000000000001,15.909999999999998,87.0,15.001299999999999,0,29,29,non-office hour
8906,2012-01-11,spring,2012,1,22,0,Thursday,1,3,13.940000000000001,16.665,87.0,12.998000000000001,0,49,49,non-office hour
